Phone Number,Age,Income,Location,Policy Preference,Steps,Heart Rate,Sleep Hours,Activity Level,CIBIL Score,Savings,Browsing History,Policy Purchased,Life Stage,Financial Goal,Risk Appetite,Policy Tenure,Premium Amount
913206061939,25,1666565,Dindigul,ULIP,11458,78,7.0,Medium,372,225658.76437843812,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,19,28101
7485330390,24,520820,Belgaum,ULIP,11234,92,5.2,Low,518,66355.0415556386,Retirement Planning,ULIP,Young Professional,Wealth Creation,Low,22,42766
918032148893,45,1928662,Guntakal,Term Insurance,10336,62,5.3,Medium,429,250951.0126570444,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,18,16315
5660305775,30,990018,Bangalore,Term Insurance,7737,58,5.8,High,456,125231.0513886698,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,8,17561
2221989945,46,484384,Rajahmundry,Term Insurance,3742,86,5.5,Low,494,53169.69547184901,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,22,47113
911239665346,38,367631,Siwan,Term Insurance,9621,74,6.1,High,814,85999.80044232818,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,10,45950
917355886114,66,564265,Bangalore,Term Insurance,14205,78,5.6,Medium,819,75976.67279080967,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Low,19,6994
917854570560,69,1207125,Aligarh,Term Insurance,13787,86,8.6,Medium,566,201544.94424994072,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
916357105695,52,1484662,Mehsana,Term Insurance,3930,57,5.8,High,703,350928.82534291496,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,21,38324
3132777219,53,1609308,Naihati,Term Insurance,2769,79,7.9,Medium,521,258626.24969584445,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,26,19634
4764914684,18,1983210,Ludhiana,ULIP,9662,95,7.4,Low,603,321161.449080558,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,28,46045
913156340544,69,1558696,Giridih,Term Insurance,10358,106,6.5,Low,303,409101.42287444,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,3,18272
912548527822,36,1965388,Karawal Nagar,Term Insurance,11348,86,5.7,Medium,512,476505.97572906304,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
4790157452,50,1534818,Kakinada,Term Insurance,2729,77,6.1,High,749,299638.5963378296,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
2670132807,45,1791956,Begusarai,Term Insurance,10053,54,7.1,High,814,382939.4190664898,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
9131408027,18,1686885,Rajkot,ULIP,3509,96,8.2,Low,373,329539.6190121037,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,23,36732
917789232016,60,1003196,Singrauli,Term Insurance,12578,98,7.0,Low,681,107518.29796431778,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
4948081711,64,1667347,Kishanganj,Term Insurance,8459,76,6.5,High,710,172078.64917572768,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
3224926469,58,619364,Vellore,Term Insurance,2907,88,8.0,Low,844,104830.33935640854,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,22,39315
916920722969,66,712248,Bhagalpur,Term Insurance,12120,73,3.6,High,681,176768.6269536693,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
917944503949,55,1027788,Sri Ganganagar,Term Insurance,10208,98,7.2,Medium,468,234525.33485062487,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,16,24415
915644205200,22,1488702,Sikar,ULIP,10363,82,5.8,High,529,443735.0739113324,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,17,34030
9111807922,49,1462002,Kozhikode,Term Insurance,14615,109,7.9,Low,650,298780.9043906886,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,20,24471
2304597743,61,1175462,Dhanbad,Term Insurance,7063,60,8.4,High,675,228926.49669882952,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,5,20450
7808977453,20,1187195,Visakhapatnam,ULIP,12058,86,6.8,High,487,143260.679685306,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
1283045018,55,1100343,Bhatpara,Term Insurance,9812,85,4.3,Low,792,264890.6086139093,Fitness Tips,Term Insurance,Retiree,Wealth Creation,High,1,15389
915778224252,32,1934298,Fatehpur,Term Insurance,13732,64,4.8,Medium,624,450189.5932013944,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,12,9911
6439879473,44,641311,Khandwa,Term Insurance,5834,62,10.3,High,385,109581.67373933308,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,17,27744
917342358053,20,1430793,Aurangabad,ULIP,13208,59,6.1,High,620,217673.84314217465,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,5,22802
916274601494,39,1415249,Tezpur,Term Insurance,10850,54,6.6,High,683,245148.26335280816,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
9554235234,69,1921871,Bahraich,Term Insurance,3460,83,5.4,Medium,414,520561.9342571398,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,27,22141
917625971653,31,1945065,Nagaon,Term Insurance,7558,60,5.9,High,879,296684.0275867929,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,High,5,5123
316785861,43,1949368,Bathinda,Term Insurance,11005,55,9.8,High,430,349640.7812666009,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,21,18975
9286633229,65,1580149,Hapur,Term Insurance,4562,71,6.0,High,863,245946.21141310025,Health Blogs,Pension Plan,Retiree,Wealth Creation,High,2,29839
4129902204,21,1148288,Ghaziabad,ULIP,11612,83,8.8,High,857,341173.8817531985,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,High,4,49610
3810902541,18,1578231,Ambala,ULIP,12165,71,5.6,High,827,407283.55675256776,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,High,10,37706
2399640255,52,560607,Imphal,Term Insurance,14507,74,5.7,Low,709,151093.02296639737,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,15,48008
914768267894,57,1259553,Mirzapur,Term Insurance,10650,77,10.6,Low,416,375991.8116418473,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,15,6013
957700245,48,1475021,Haridwar,Term Insurance,12219,85,8.9,Low,506,349438.3808315677,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,7,28859
3061603479,69,402393,Meerut,Term Insurance,12058,97,7.6,Low,473,116244.78506591456,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,13,34386
3234068848,61,347377,Avadi,Term Insurance,6185,87,9.1,High,849,43358.49401322571,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Low,28,21714
4224253979,54,1773501,Bharatpur,Term Insurance,2668,87,7.2,High,471,378478.1522415729,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,6,27734
9260965220,35,887343,Hubli–Dharwad,Term Insurance,14904,94,6.8,Medium,390,89567.49878151088,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,4,5189
2981117753,51,1176702,Nanded,Term Insurance,4557,82,5.5,Low,859,126985.3629009,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,3,27893
918380722518,42,1795633,Coimbatore,Term Insurance,14044,79,3.9,High,766,439971.7692041377,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,21,35302
912430461071,50,1660678,Yamunanagar,Term Insurance,5608,51,5.7,High,762,345514.0513317617,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
2321012540,66,1421651,Shimla,Term Insurance,10711,95,7.7,Medium,625,396381.6967693776,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,7,48234
3076806532,49,1823894,Siliguri,Term Insurance,11348,65,7.5,Medium,756,465738.9321797009,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
917475669648,27,543476,Hapur,ULIP,9763,86,7.2,Low,620,59524.08300321032,Fitness Tips,None,Young Professional,Wealth Creation,Low,0,0
8225397608,31,640842,Noida,Term Insurance,14469,75,7.3,High,303,140784.48786867587,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,5,13246
1927328147,49,1064727,Munger,Term Insurance,9917,62,9.1,Medium,682,215515.320069382,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,4,48116
9850633994,42,558775,Ghaziabad,Term Insurance,14059,89,9.8,High,494,66179.3787387656,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Low,8,31452
913498773567,66,1441442,Akola,Term Insurance,2476,91,8.4,Medium,471,352071.4940149647,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,16,5596
911726606940,44,800882,Buxar,Term Insurance,2992,72,7.2,Medium,303,107778.53628910572,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
6610062372,48,1923428,Tinsukia,Term Insurance,8853,74,7.1,Medium,503,366793.0053547553,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,29,49031
276835605,64,1659622,Coimbatore,Term Insurance,8093,73,7.5,Low,337,318848.36203040567,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
910077887501,37,443735,Machilipatnam,Term Insurance,3291,90,5.5,Medium,340,102093.77909033067,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,7,11841
9452302803,37,1661669,Dewas,Term Insurance,8608,81,7.2,Low,545,472584.2651152399,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,8,29562
364906732,22,378939,Panipat,ULIP,2019,84,6.2,High,461,67933.91841828483,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Low,6,20414
5062462188,36,601697,Guna,Term Insurance,12714,108,6.8,Low,799,113504.45330314006,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
7114531049,50,705344,Singrauli,Term Insurance,9963,73,6.9,Medium,803,113612.76176280408,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,7,16062
6552695366,61,934892,Dindigul,Term Insurance,7217,79,5.0,High,551,142479.6824828528,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
7997569922,35,380933,Sambalpur,Term Insurance,5217,85,5.9,Low,318,75757.35904222152,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
2450534258,37,1146331,Guna,Term Insurance,8257,93,7.8,Low,487,254580.2692968353,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,18,34875
6753039296,22,1613038,Thoothukudi,ULIP,14219,52,8.1,High,808,263517.0627001201,Fitness Tips,None,Young Professional,Wealth Creation,High,0,0
1562402340,37,1979118,Vasai-Virar,Term Insurance,13835,50,7.3,High,627,383190.8307433444,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,14,20756
9907083682,69,1584062,Bareilly,Term Insurance,8934,70,7.3,Low,761,424521.4409392513,Retirement Planning,Term Insurance,Retiree,Wealth Creation,High,25,22709
7399131730,31,1856925,Mahbubnagar,Term Insurance,6192,96,4.7,Medium,673,273302.3458986446,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
910807606296,54,615863,Mangalore,Term Insurance,3839,61,9.2,High,412,168873.9083849293,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,13,27731
918957302919,20,1512220,Raurkela Industrial Township,ULIP,13495,98,7.6,Medium,333,379551.66965460486,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,8,33320
7170338575,23,735593,Chennai,ULIP,14834,82,5.6,Medium,746,127072.28359663248,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,8,29497
914737458268,54,842570,Mahbubnagar,Term Insurance,5207,105,4.2,Low,388,139902.34447368697,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,21,49259
9382451528,62,1432111,Medininagar,Term Insurance,5666,86,6.0,Low,798,164394.18457475543,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
836392215,58,557420,Phagwara,Term Insurance,6853,59,7.6,High,756,161155.6352734509,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,6,17801
7433349128,26,776864,Ghaziabad,ULIP,11197,76,6.7,Low,359,177748.12490933164,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
916023180284,53,1143510,Tumkur,Term Insurance,6556,68,6.3,High,786,247915.84073226512,Health Blogs,Pension Plan,Retiree,Wealth Creation,High,11,11262
8852620506,18,1972914,Kamarhati,ULIP,9997,67,8.0,High,445,248050.95063370693,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,9,40853
4824448300,57,1987323,Madanapalle,Term Insurance,9863,91,6.8,Low,768,399855.11882452125,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
8547073098,33,1439838,Morena,Term Insurance,5281,96,6.5,Low,779,182360.71395396025,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
6644381637,19,1898642,Pune,ULIP,7609,74,6.0,Medium,327,523495.2608304517,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,25,14276
6048633879,33,1456445,Rampur,Term Insurance,4913,80,9.6,Low,592,355813.88387192885,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,10,38710
1187411403,63,1017010,Tirunelveli,Term Insurance,12654,97,7.8,Medium,606,147556.13979764114,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,5,44956
915686715071,25,1633774,Ahmedabad,ULIP,11934,105,8.9,Low,580,454165.13631605846,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
3613056086,50,1719210,Jaipur,Term Insurance,6561,71,7.5,High,508,421246.1729394372,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,17,7810
6480043157,56,1256612,Ulhasnagar,Term Insurance,3097,88,8.5,High,855,182035.07027153345,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
919678366264,51,1435996,Karawal Nagar,Term Insurance,14931,81,6.7,Medium,571,263828.53601607896,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
4062392397,64,1880871,Raichur,Term Insurance,8720,54,6.2,High,865,307408.9527507667,Health Blogs,ULIP,Retiree,Wealth Creation,High,19,21762
956412426,23,1256320,Jammu,ULIP,14432,91,6.9,Medium,799,248365.99167855427,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,High,16,34201
1553909888,64,1175816,Naihati,Term Insurance,9481,86,7.7,Low,524,283934.3157218392,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
912426225019,54,301032,Guntur,Term Insurance,13459,93,8.7,Medium,354,47316.98825336741,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Low,11,32146
3155527793,55,1224993,Phusro,Term Insurance,6875,63,4.4,Medium,863,245355.25928507044,Health Blogs,Pension Plan,Retiree,Wealth Creation,High,13,23560
1846669576,54,554895,Akola,Term Insurance,14546,62,7.6,Medium,743,135593.43721520316,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
912315933960,43,792484,Raipur,Term Insurance,3419,89,8.2,Low,349,230574.0113506479,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,12,36568
9185952597,21,486675,Howrah,ULIP,11969,85,6.0,Low,453,54890.9994132883,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Low,7,10501
1500492479,55,1006073,Vadodara,Term Insurance,11242,107,7.0,Low,704,104589.80177461352,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
190999756,26,1678827,Thiruvananthapuram,ULIP,11960,107,6.2,Low,338,289899.0093765382,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
300267974,62,1859299,Ghaziabad,Term Insurance,6791,90,5.8,Low,704,476142.37093520496,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,1,37223
2713565720,36,1306513,Bidar,Term Insurance,10900,92,7.6,Low,391,258960.1202387805,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,24,9506
5319796376,42,1993907,Srikakulam,Term Insurance,2597,60,4.9,High,631,359472.87160236016,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,5,9498
2313462890,20,1096406,Kishanganj,ULIP,2088,84,6.9,High,401,200344.011076908,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
3865711569,25,1140771,Ambattur,ULIP,4862,83,4.5,Low,390,234844.54801333032,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,10,21138
912320898953,22,1146225,Sikar,ULIP,14179,69,6.5,High,548,324239.4136211805,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,10,9491
911359008847,50,698604,Chennai,Term Insurance,7620,109,7.3,Low,392,82513.97970391673,Fitness Tips,ULIP,Retiree,Wealth Creation,Low,8,40450
914662023903,60,343686,Bhatpara,Term Insurance,3575,80,5.9,High,691,75385.81625044395,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
3217616840,29,1305937,Bahraich,ULIP,6083,71,4.8,Medium,377,330976.3599929675,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,7,26491
8318688825,56,1926020,Guntakal,Term Insurance,8958,59,4.6,High,748,408712.7550253894,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,11,43004
913378858200,18,1985566,Madurai,ULIP,2165,92,9.3,Low,688,218052.07433557857,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,24,34446
8744653315,50,1154199,Hapur,Term Insurance,6727,108,8.0,Low,405,291020.93291967065,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,15,47826
9095310677,66,1047408,Serampore,Term Insurance,11450,81,6.4,High,434,171470.25951808444,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,3,14069
6410175382,22,1909120,Bhilwara,ULIP,5044,75,7.6,Low,730,373802.35926706425,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,16,5499
913907987649,65,1862269,Pimpri-Chinchwad,Term Insurance,14202,76,7.4,Low,604,447147.8469264768,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,9,16688
270973080,35,1530525,Kanpur,Term Insurance,3580,72,3.3,Low,311,416683.0366863273,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
4375038723,30,470400,Tumkur,Term Insurance,7977,56,6.8,High,358,80242.25863868331,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Low,10,8024
2139348633,67,508340,Pondicherry,Term Insurance,9093,93,12.6,Low,301,51286.76088096482,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
9846613967,21,1896034,Karawal Nagar,ULIP,2190,78,3.9,Low,505,367355.4458546666,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
4211445883,29,1998512,Machilipatnam,ULIP,6576,77,6.0,High,333,384018.79648152937,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,7,34531
3587699157,51,1922453,Shivpuri,Term Insurance,11602,87,9.4,Low,563,262632.83241634123,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,25,15911
46974001,42,1372266,Miryalaguda,Term Insurance,11908,99,6.6,Low,613,265500.20284738444,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
1617481215,31,1328426,Uluberia,Term Insurance,6603,103,6.5,Low,644,347388.2720563786,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,17,35167
916065829546,65,1056249,Machilipatnam,Term Insurance,6929,81,4.7,High,739,283888.9475522797,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
916777257791,66,658505,Hosur,Term Insurance,8786,70,6.0,Medium,414,117251.44903284284,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
915847520968,67,1091823,Korba,Term Insurance,12598,86,5.2,Medium,352,238814.42917961857,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,10,7655
6592300796,60,1611832,Varanasi,Term Insurance,10630,83,6.4,Medium,412,443957.1919279466,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
5775586319,66,717253,Bihar Sharif,Term Insurance,9113,84,6.0,High,629,75214.91154712043,Retirement Planning,ULIP,Retiree,Wealth Creation,Low,22,33877
5090738986,63,850532,Nanded,Term Insurance,6322,98,6.1,Low,674,154004.8516634652,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,26,15230
4078402468,44,628041,Etawah,Term Insurance,11092,53,3.3,High,884,148175.15637028246,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,28,18169
5551185289,69,1735840,Kanpur,Term Insurance,3010,63,4.5,Medium,747,497142.096428421,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
8016373291,41,725604,Surat,Term Insurance,5227,76,9.9,Low,796,98992.66469504168,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Low,6,24977
9096000448,26,1929862,Hajipur,ULIP,8891,81,7.2,Low,474,217178.80788742108,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
5814096169,35,1478726,Tadepalligudem,Term Insurance,8036,50,8.7,High,398,189771.06993038824,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,8,28982
910850285307,47,660629,Alwar,Term Insurance,14701,77,9.6,Low,773,162060.7319260958,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
179639660,35,409727,Pimpri-Chinchwad,Term Insurance,11374,90,7.1,Medium,760,63773.914233747775,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
656025875,41,1230566,Bardhaman,Term Insurance,9778,68,6.4,Medium,581,347232.87239772,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,7,27374
917933837212,62,1475139,Dehri,Term Insurance,9635,65,8.1,Medium,348,301927.5069679418,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
910832364896,18,1993414,Agartala,ULIP,10474,87,8.2,Medium,599,339432.38370082225,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,9,19157
9511981245,52,438202,Bahraich,Term Insurance,9516,83,7.9,Low,343,105105.68670767677,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,5,48283
5893424990,61,1210076,Kalyan-Dombivli,Term Insurance,4015,63,5.9,High,384,329827.1716522903,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
2201006278,45,420265,Shahjahanpur,Term Insurance,3244,88,9.0,Medium,474,125259.95317051582,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,29,32019
6435929070,67,389928,Thoothukudi,Term Insurance,6605,97,6.1,Low,613,52821.99038571539,Retirement Planning,ULIP,Retiree,Wealth Creation,Low,22,27774
4959548746,67,585989,Sikar,Term Insurance,10104,80,6.5,Low,737,162536.32451834256,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
911261368455,54,1981379,Nadiad,Term Insurance,5735,57,8.7,High,527,450793.2405799839,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,14,6336
917466836917,20,933312,Chapra,ULIP,6351,71,6.6,High,736,93664.10903268076,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Low,24,34879
910485910112,35,1458366,Davanagere,Term Insurance,4313,95,6.9,Medium,641,243077.76257643328,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,16,25662
1096139149,58,727443,Bhind,Term Insurance,13414,81,8.9,Medium,419,209839.77466152143,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,5,43811
9183605524,64,794559,Hosur,Term Insurance,9615,99,6.7,Low,896,237935.9095189218,Health Blogs,None,Retiree,Wealth Creation,High,0,0
9364486110,47,348088,Maheshtala,Term Insurance,5656,65,9.0,Medium,609,62688.52630721159,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,20,29217
199679523,20,1428999,Uluberia,ULIP,5890,74,5.7,High,594,396781.0008687355,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
1033474485,35,911849,Nangloi Jat,Term Insurance,10972,60,6.6,Medium,568,271802.3242885703,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
912902674194,25,1853284,Srikakulam,ULIP,14925,105,6.4,Low,553,389629.45379978704,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
911983374949,39,1896281,Aurangabad,Term Insurance,8584,53,6.5,High,324,254850.5880168243,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,24,24668
919038031928,37,1821711,Jammu,Term Insurance,10448,86,8.3,Medium,694,339489.5061830408,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,24,49001
9778014790,61,463273,Bidhannagar,Term Insurance,5658,89,7.3,Low,509,79504.3044354967,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
4324550356,28,327545,Katni,ULIP,6820,95,7.0,Low,323,44812.38910664133,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Low,24,27710
3013854209,34,354369,Dharmavaram,Term Insurance,3737,93,9.4,Low,334,47584.726651985104,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,12,14493
911336685973,37,428600,Gudivada,Term Insurance,10131,89,6.4,High,647,73869.80694252593,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Low,4,35731
912842092127,37,581090,Bharatpur,Term Insurance,7456,83,8.0,High,697,140530.43147909065,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,3,27936
917705304544,27,1244975,Amroha,ULIP,14982,68,7.0,Medium,647,237764.1294290569,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
7146813427,61,965905,Nanded,Term Insurance,8285,64,6.8,High,874,121084.19967722504,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,11,26118
911013583766,27,1124894,Muzaffarpur,ULIP,6745,93,5.1,Medium,306,285187.8818316043,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,28,11833
8328868699,39,442410,Amritsar,Term Insurance,11297,65,5.4,Medium,804,130141.01313302992,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
912683353708,33,596143,Jhansi,Term Insurance,3277,72,6.6,Low,820,68822.64424570225,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
9370066121,37,349507,Haridwar,Term Insurance,14102,75,8.5,Medium,320,53339.00262075325,Fitness Tips,None,Middle-Aged,Wealth Creation,Low,0,0
915307582633,54,1043744,Jhansi,Term Insurance,4861,107,6.0,Low,824,286692.95048515004,Health Blogs,None,Retiree,Wealth Creation,High,0,0
919197914200,37,393535,Rourkela,Term Insurance,10381,81,3.8,Medium,741,73875.26398327055,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,1,26168
5890784139,27,1972320,Bangalore,ULIP,12342,58,8.1,High,530,295413.5694357145,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,15,24979
1175372390,40,1485852,Bhubaneswar,Term Insurance,5772,67,5.4,Medium,853,173037.30304556782,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,20,39636
1314426087,41,837847,Bidar,Term Insurance,7868,82,4.6,Low,585,92023.63608388304,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Low,10,13274
6841880414,61,1437481,Miryalaguda,Term Insurance,4727,73,4.5,High,820,405037.9220689265,Fitness Tips,ULIP,Retiree,Wealth Creation,High,25,32409
968178322,19,406561,Berhampur,ULIP,13938,68,6.8,High,328,110618.56850078353,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
5593779,22,1921957,Hindupur,ULIP,7929,57,6.2,High,655,413821.78348294913,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,8,44197
2014491554,61,1317962,Gwalior,Term Insurance,5049,73,8.9,High,538,326787.6903023584,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,4,34182
6793205956,60,725718,Kota,Term Insurance,9595,106,6.1,Low,461,176869.87785840777,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
